,title,jobtype,description,location,salary,job site
460,Data Scientist,,Computer Sciences degree with data analysis/data science concentration.Review/QC data to ensure accuracy of attribution reports.,"Nashville, TN",,Indeed
461,Data Scientist,,"Creates actionable recommendations and insights, to address business objectives, through the analysis and modeling of quantitative and qualitative data.","Philadelphia, PA",,Indeed
462,Data Engineer,,"The MPOA Data Engineer term position requires a bachelor's degree in computer science, data science, computational statistics, or a related field with at least…","Washington, DC (Foggy Bottom area)",,Indeed
463,Data Scientist,,"Experience in machine learning, artificial intelligence, and data science applied to materials science and/or nanoscience.","Lemont, IL 60439",,Indeed
464,Data Analyst ,,Summary The Senior Data Analyst will provide technical leadership in the implementation of data systems and is responsible for development and implementation of…,"San Antonio, TX",,Indeed
465,Machine learning Engineer,,"Master’s degree or PhD in computer science, mathematics, engineering, computational linguistics, or work experience of minimum 2-3 years.","Spring Valley, NY 10977",,Indeed
466,Data Scientist,,Gather internal or external data and validate data quality.A minimum of 2 years of data science and AI experience.Very good communication skills in English.,"Princeton, NJ 08540",,Indeed
467,Data Science professor,,Candidates must demonstrate expertise and research productivity in data-driven science and show a strong interest in interdisciplinary research and teaching.,"University Park, PA",,Indeed
468,Data Scientist,,"At least 5 years of industry experience in data science, with significant personal experience as a technical contributor.","San Francisco, CA 94103 (South of Market area)",,Indeed
469,Statistician,,"Provides expert technical direction for quality assurance/improvement of data.Highly skilled in the interpretation, evaluation and integration of nuclear…","Patrick Afb, FL","$126,059.00 ",Indeed
470,Data Analyst ,Temporarily Remote,Compiling and conducting quality control on existing datasets covering a wide range of geological topics and data types.,"Olympia, WA•Temporarily Remote","$58,908.00 ",Indeed
471,Data Scientist,,"Experience with common data science toolkits.Familiarity with data management tools.You will design data modeling processes, create algorithms and predictive…","Washington, DC",,Indeed
472,Statistician,Remote,Partner with a cross-functional team of data engineers and business analysts to automate data collection and identify new signals to enhance marketing models.,Arizona•Remote,,Indeed
473,Data Scientist,,Experience designing and selling data science opportunities to senior business stakeholders; as well as owning and delivering on enterprise data science…,"Westlake, TX",,Indeed
474,Data Scientist,,Develop custom data models and algorithms to apply to data sets.To query & manipulate data and draw insights from large data sets.,"Bethesda, MD 20814+1 location",,Indeed
475,Data Scientist,,"Excellent communication skills with the ability to simplify complex ideas, data, and analysis.Solid understanding of predictive analytics, statistical modeling…","Boulder, CO 80302","$130,000.00 ",Indeed
476, Data Engineer,,"Version data and create data monitoring models.Ability to conduct data profiling, cataloging, and mapping for technical data flows.","Atlanta, GA 30309+4 locations (Midtown area)",,Indeed
477,Data Engineer,,"The consultant should have thorough experience in migrating data from local shared drives to BOX Cloud, including mirroring permissions.","New York, NY",,Indeed
478,Data Scientist,,They assess the effectiveness and accuracy of new data sources and data gathering techniques.The Data Scientist is responsible for mining and analyzing data…,"Atlanta, GA 30308 (Downtown area)",,Indeed
479,Data Scientist,,"The ideal candidate would have experience working in neutron, x-ray, or other imaging modalities, as well as being capable of leading data analysis algorithm…","Madison, WI 53711",,Indeed
480,Data Scientist,,"Participate in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal…","San Antonio, TX+3 locations",,Indeed
481,Data Scientist,,"Experience analyzing user level data (PII and anonymized), DMP data, social data and viewing / transactional or streaming data.","Culver City, CA 90232 (Washington Culver area)",,Indeed
482,Data Scientist,,"Advanced degree (master's degree or PhD) with quantitative background (data science, applied mathematics or statistics, computer science, engineering,…","Armonk, NY 10504",,Indeed
483,Data Scientist,,Opportunity to advance on the data science and/or leadership track.4+ years work experience with data exploration and machine learning tools such as those…,"Draper, UT",,Indeed
484,Data Scientist,Remote,Mentor and recruit data science interns to train the next generation of health analysts!Communicate design and impact of data science projects in research…,Remote•Remote,,Indeed
485,Data Scientist,Remote,"Partner with leadership and stakeholders to develop our data science function.In this role, you will work closely with the data team, various operational teams…",Virginia•Remote,,Indeed
486,Data Scientist,Remote,Manipulate and / or build query statements to perform data extracts across multiple data sets and platforms.The talented individuals we seek combine successful…,Remote•Remote,,Indeed
487,Data Scientist,,"Be on the leading edge of applying machine learning and data modeling to the world of advanced cyber security – as part of the data science engineering team,…","San Jose, CA 95128+1 location (West San Jose area)",,Indeed
488,Data Analyst ,,"This position involves dealing with a considerable amount of complex, real-world data and requires a candidate who is comfortable thinking of new and innovative…","New York, NY 10016 (Gramercy area)",,Indeed
489,Data Scientist,,"Ability to stay and operate at the bleeding-edge of data science disciplines.Retrieve, prepare and process data from variety of data sources such as structure…","Las Vegas, NV",,Indeed
490,Data Scientist,,"Quickly learn and deploy appropriate data science tools and methodologies as needed, with tasks ranging from A/B testing to data processing and analysis to…","Washington, DC 20004 (Penn Quarter area)",,Indeed
