title,description,state,job_site,jobtype
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", GA,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", FL,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", OH,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", NC,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", SC,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", WV,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", VA,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", PA,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", DC,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", CT,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", NJ,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", NY,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", RI,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", NH,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", ME,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", MD,flexjob,Option for Remote Job
